id,Open,Close,High,High Date,Low,Low Date,MoMean,MoMeanChg,MoSum,MoSumChg,PrevMoSum,PrevMoMean,Units,PrevMaxVal,PrevMaxDate,New ATH
lnCapacity,186.13,203.81,203.81,31/10/2023,186.13,01/10/2023,195.12,4.83,0,0.0,0,186.14,DCR,195.67,07/07/2023,*
CapMarketBTC,"7,798.94","5,916.28","7,798.94",01/10/2023,"5,781.30",25/10/2023,"6,728.18",-13.79,0,0.0,0,"7,804.20",BTC,"118,384.72",14/06/2018,
CapRealBTC,"13,393.48","12,674.55","13,393.48",01/10/2023,"12,674.55",31/10/2023,"13,098.68",-2.36,0,0.0,0,"13,415.63",BTC,"75,622.12",22/06/2018,
SupplyAdjustedSRVBTC,"8,276.65","7,312.94","8,773.48",06/10/2023,"7,312.94",31/10/2023,"7,971.00",-3.43,0,0.0,0,"8,254.53",BTC,"101,823.79",24/06/2018,
StakedRealizedValBTC,"4,499.74","4,603.60","5,132.52",08/10/2023,"4,454.94",03/10/2023,"4,786.99",-2.46,0,0.0,0,"4,907.87",BTC,"48,294.48",27/06/2018,
PriceBTC,0.00050007,0.00037758,0.00050007,01/10/2023,0.00036932,25/10/2023,0.00043046,-14.25,0,0.0,0,0.00050199,BTC,0.01721127,22/06/2017,
PriceUSD,13.98,13.08,13.98,01/10/2023,11.67,19/10/2023,12.7,-3.84,0,0.0,0,13.21,USD,246.11,16/04/2021,
CapMarketUSD,"217,981,566.54","204,918,718.50","217,981,566.54",01/10/2023,"182,490,470.13",19/10/2023,"198,504,730.35",-3.31,0,0.0,0,"205,301,008.00",USD,"3,157,037,776.52",16/04/2021,
CapRealUSD,"320,904,049.35","314,783,163.41","320,904,049.35",01/10/2023,"313,970,989.38",25/10/2023,"317,091,923.16",-1.79,0,0.0,0,"322,868,674.67",USD,"1,955,635,188.54",14/05/2021,
SupplyAdjustedSRV,"224,021,876.27","214,084,072.39","238,678,956.08",06/10/2023,"213,687,103.16",28/10/2023,"220,391,700.50",-2.47,0,0.0,0,"225,966,409.36",USD,"2,592,580,126.76",12/05/2021,
StakedRealizedValUSD,"121,793,229.55","134,769,013.10","140,105,174.52",08/10/2023,"120,729,151.72",03/10/2023,"132,444,705.56",-1.47,0,0.0,0,"134,417,193.44",USD,"1,496,856,556.74",14/05/2021,
treasuryBalanceDCR,"874,279.91","873,238.89","874,279.91",2023-10-01,"866,103.60",2023-10-02,"869,821.79",-0.03,0,0.0,0,"870,108.63",DCR,"873,985.56",2023-09-30,
treasuryBalanceUSD,"12,219,720.33","11,420,173.10","12,219,720.33",2023-10-01,"10,154,885.74",2023-10-19,"11,045,475.93",-3.87,0,0,0,"11,490,523.92",USD,"164,339,726.84",2021-04-16,
