id,Open,Close,High,High Date,Low,Low Date,MoMean,MoMeanChg,MoSum,MoSumChg,PrevMoSum,PrevMoMean,Units,PrevMaxVal,PrevMaxDate,New ATH
PrivacyMixedDCR,"9,648,413.79","9,710,493.32","9,710,493.32",30/09/2023,"9,398,053.84",07/09/2023,"9,661,221.64",0.37,0,0,0,"9,626,031.20",DCR,"9,651,446.54",29/08/2023,*
NodeCount,157,152,159,03/09/2023,147,15/09/2023,151.83,-6.33,0,0,0,162.09,nodes,188,24/01/2023,
lnChannels,436,428,436,01/09/2023,424,25/09/2023,429.43,-1.8,0,0,0,437.31,chCount,450,21/07/2023,
lnNodes,215,211,215,01/09/2023,209,25/09/2023,211.73,-1.71,0,0,0,215.41,Nodes,219,26/07/2023,
lnCapacity,186.88,186.03,187.47,12/09/2023,184.33,25/09/2023,186.14,0.82,0,0,0,184.62,DCR,195.67,07/07/2023,
PriceUSD,12.81,13.69,13.69,30/09/2023,12.43,11/09/2023,13.21,-4.8,0,0,0,13.87,USD,246.11,16/04/2021,
CapMarketUSD,"198,561,690.61","213,292,853.18","213,292,853.18",30/09/2023,"193,107,636.47",11/09/2023,"205,301,008.00",-4.28,0,0,0,"214,475,319.06",USD,"3,157,037,776.52",16/04/2021,
CapRealUSD,"328,162,184.11","320,581,135.37","328,162,184.11",01/09/2023,"320,305,865.24",27/09/2023,"322,868,674.67",-3.55,0,0,0,"334,749,071.85",USD,"1,955,635,188.54",14/05/2021,
SupplyAdjustedSRV,"233,992,328.92","223,049,938.90","234,758,076.21",04/09/2023,"222,249,410.78",29/09/2023,"225,910,880.26",-6.56,0,0,0,"241,778,697.56",USD,"2,592,580,126.76",12/05/2021,
StakedRealizedValUSD,"147,342,985.13","122,006,428.95","147,342,985.13",01/09/2023,"122,006,428.95",30/09/2023,"134,384,430.98",-12.22,0,0,0,"153,093,078.55",USD,"1,496,856,556.74",14/05/2021,
CapMarketBTC,"7,695.36","7,906.27","8,003.89",25/09/2023,"7,580.66",12/09/2023,"7,804.20",1.57,0,0,0,"7,683.22",BTC,"118,384.72",14/06/2018,
CapRealBTC,"13,426.35","13,391.96","13,444.68",16/09/2023,"13,383.39",23/09/2023,"13,415.63",-0.71,0,0,0,"13,511.53",BTC,"75,622.12",22/06/2018,
SupplyAdjustedSRVBTC,"8,296.90","8,248.45","8,488.03",08/09/2023,"8,005.73",06/09/2023,"8,252.56",-1.03,0,0,0,"8,338.63",BTC,"101,823.79",24/06/2018,
StakedRealizedValBTC,"5,224.49","4,511.83","5,241.78",04/09/2023,"4,511.83",30/09/2023,"4,906.71",-7.07,0,0,0,"5,279.86",BTC,"48,294.48",27/06/2018,
