id,Open,Close,High,High Date,Low,Low Date,MoMean,MoMeanChg,MoSum,MoSumChg,PrevMoSum,PrevMoMean,Units,PrevMaxVal,PrevMaxDate,New ATH
TxTfrValAdjUSD,"1,696,563.13","1,828,133.09","5,173,550.52",2024-03-29,"1,403,499.91",2024-03-24,"2,391,146.65",6.4,"74,125,546.15",13.74,"65,169,979.86","2,247,240.68",USD,"258,376,309.02",2021-04-29,
dexVolumeUSD,0,0,"23,479.53",2024-03-16,0,2024-03-01,"3,942.40",74.45,"122,214.43",86.49,"65,535.38","2,259.84",USD,"6,683,905.40",2021-08-01,
dexVolumeDCR,0,0,960,2024-03-16,0,2024-03-01,148.39,10.91,"4,600",18.56,"3,880",133.79,DCR,"44,600",2021-08-01,
feesDCR,0.01,0.00,0.13,2024-03-17,0.00,2024-03-18,0.02,114.07,0.51,128.84,0.22,0.01,DCR,426.94,2016-02-09,
txCount,"4,356","4,957","7,196",2024-03-29,"4,180",2024-03-22,"5,267.65",-1.88,"163,297",4.89,"155,685","5,368.45",tx,"12,778",2023-09-07,
blkSize,5.33,6.36,16.74,2024-03-29,5.14,2024-03-27,6.98,-2.02,216.42,4.74,206.63,7.13,MB,32.39,2022-03-08,
blkchainSize,"12,671.32","12,825.78","12,825.78",2024-03-24,"12,671.32",2024-03-01,"12,750.58",1.5,0,0.0,0,"12,562.59",MB,"12,665.98",2024-02-29,
blkTime,311,291,391,2024-03-23,239,2024-03-29,302.55,0.33,0,0.0,0,301.55,s,819,2023-09-02,
issuancePoW,20.49,24.07,31.07,2024-03-28,19.54,2024-03-22,25.05,-2.42,776.57,4.31,744.50,25.67,dcr,"6,676.61",2017-04-25,
issuancePoS,"1,644.30","1,917.69","2,502.61",2024-03-28,"1,542.07",2024-03-22,"1,998.45",-2.68,"61,951.91",4.03,"59,549.14","2,053.42",dcr,"7,394.91",2023-09-06,
issuanceTres,185.70,215.94,281.66,2024-03-28,173.57,2024-03-22,225.88,-2.39,"7,002.15",4.34,"6,710.63",231.40,dcr,"1,083.50",2017-04-25,
issuanceDCR,"1,850.49","2,157.70","2,815.34",2024-03-28,"1,735.18",2024-03-22,"2,249.38",-2.65,"69,730.63",4.07,"67,004.27","2,310.49",dcr,"11,010.61",2017-04-25,
inflationRate,0.01,0.01,0.02,2024-03-28,0.01,2024-03-22,0.01,-3.08,0,0.0,0,0.01,%,0.59,2016-02-24,
issuancePoWUSD,458.23,685.30,869.36,2024-03-28,458.23,2024-03-01,665.08,46.45,"20,617.58",56.54,"13,170.39",454.15,USD,"552,086.73",2021-04-22,
issuancePoSUSD,"36,772.81","54,599.06","70,024.55",2024-03-28,"36,772.81",2024-03-01,"53,047.78",46.04,"1,644,481.26",56.11,"1,053,395.10","36,323.97",USD,"275,818.64",2021-04-22,
issuanceTresUSD,"4,152.96","6,148.08","7,881.02",2024-03-28,"4,152.96",2024-03-01,"5,995.70",46.48,"185,866.81",56.59,"118,699.95","4,093.10",USD,"91,939.55",2021-04-22,
issuanceUSD,"41,384.00","61,432.44","78,774.93",2024-03-28,"41,384.00",2024-03-01,"59,708.57",46.09,"1,850,965.65",56.16,"1,185,265.44","40,871.22",USD,"919,844.92",2021-04-22,
PrivacyVol,"339,943.03","375,773.28","746,654.03",2024-03-29,"269,530.70",2024-03-27,"410,069.42",-3.23,"12,712,151.89",3.45,"12,288,404.99","423,738.10",DCR,"1,035,530.39",2023-10-07,
PrivacyVolUSD,"7,602,420.83","10,698,740.04","21,698,336.79",2024-03-29,"7,287,493.59",2024-03-27,"10,895,073.69",45.06,"337,747,284.26",55.07,"217,807,841.28","7,510,615.22",USD,"138,667,322.97",2016-02-08,
PrivacyMixedPC,62.11,62.56,62.56,2024-03-23,62.11,2024-03-03,62.44,0.78,0,0,0,61.96,%,62.58,2023-10-01,
PrivacyMixedDCR,"9,870,951.54","10,150,248.13","10,150,248.13",2024-03-24,"9,870,951.54",2024-03-01,"10,053,831.39",2.33,0,0.0,0,"9,825,196.46",DCR,"9,869,278.79",2024-02-29,*
NodeCount,134,130,136,2024-03-21,126,2024-03-22,131.35,-4.33,0,0.0,0,137.30,nodes,188,2023-01-24,
lnChannels,417,426,435,2024-03-26,417,2024-03-01,423.53,-0.84,0,0.0,0,427.11,chCount,451,2023-11-19,
lnNodes,223,229,229,2024-03-31,223,2024-03-01,225.70,0.46,0,0.0,0,224.67,Nodes,228,2024-02-29,*
lnCapacity,192.01,195.25,205.69,2024-03-26,190.13,2024-03-05,193.43,-6.39,0,0.0,0,206.64,DCR,209.63,2023-11-19,
CapMarketBTC,"5,715.44","6,415.85","6,849.74",2024-03-13,"5,704.12",2024-03-05,"6,257.67",10.63,0,0.0,0,"5,656.39",BTC,"118,384.72",2018-06-14,
CapRealBTC,"11,056.76","11,254.43","11,254.43",2024-03-31,"11,056.76",2024-03-01,"11,171.26",0.02,0,0.0,0,"11,169.24",BTC,"75,622.12",2018-06-22,
SupplyAdjustedSRVBTC,"6,037.14","6,390.73","6,553.12",2024-03-29,"6,037.14",2024-03-01,"6,246.09",1.92,0,0.0,0,"6,128.44",BTC,"101,823.79",2018-06-24,
StakedRealizedValBTC,"3,730.06","3,937.55","3,937.55",2024-03-31,"3,730.06",2024-03-01,"3,850.64",3.78,0,0.0,0,"3,710.39",BTC,"48,294.48",2018-06-27,
PriceBTC,0.00035768,0.00039972,0.00042783,2024-03-13,0.00035677,2024-03-05,0.00039071,10.14,0,0.0,0,0.00035475,BTC,0.01721127,2017-06-22,
PriceUSD,22.36,28.47,31.27,2024-03-13,22.36,2024-03-01,26.49,49.87,0,0.0,0,17.67,USD,246.11,2021-04-16,
CapMarketUSD,"357,354,411.60","456,984,399.04","500,590,148.98",2024-03-13,"357,354,411.60",2024-03-01,"424,237,669.37",50.52,0,0.0,0,"281,838,838.03",USD,"3,157,037,776.52",2021-04-16,
CapRealUSD,"365,126,458.94","435,504,403.34","435,504,403.34",2024-03-31,"365,126,458.94",2024-03-01,"405,258,588.57",15.94,0,0.0,0,"349,529,215.13",USD,"1,955,635,188.54",2021-05-14,
SupplyAdjustedSRV,"291,714,645.54","394,878,838.88","400,730,431.06",2024-03-29,"291,714,645.54",2024-03-01,"350,175,538.84",29.86,0,0.0,0,"269,662,209.03",USD,"2,592,580,126.76",2021-05-12,
StakedRealizedValUSD,"180,236,469.16","243,298,582.79","243,298,582.79",2024-03-31,"180,236,469.16",2024-03-01,"215,841,408.78",32.16,0,0.0,0,"163,320,670.01",USD,"1,496,856,556.74",2021-05-14,
PoWAddressCount,9,11,17,2024-03-27,8,2024-03-18,11.42,-20.96,0,0.0,0,14.45,addresses,135,2023-09-06,
