id,Open,Close,High,High Date,Low,Low Date,MoMean,MoMeanChg,MoSum,MoSumChg,PrevMoSum,PrevMoMean,Units,PrevMaxVal,PrevMaxDate,New ATH
issuancePoS,"2,044.74","1,920.49","2,535.42",16/06/2023,"1,673.49",13/06/2023,"2,047.78",-1.4,"61,433.33",-4.58,"64,380.13","2,076.78",dcr,"3,608.43",28/07/2022,
issuanceTres,257.21,241.3,317.46,16/06/2023,210.44,13/06/2023,257.74,-1.14,"7,732.28",-4.33,"8,082.50",260.73,dcr,"1,083.50",25/04/2017,
issuancePoWUSD,"3,994.75","3,876.25","4,965.60",29/06/2023,"2,618.16",13/06/2023,"3,688.34",-18.02,"110,650.22",-20.67,"139,478.64","4,499.31",USD,"552,086.73",22/04/2021,
issuancePoSUSD,"31,724.99","30,403.50","39,292.64",29/06/2023,"20,749.50",13/06/2023,"29,224.46",-18.15,"876,733.72",-20.79,"1,106,796.32","35,703.11",USD,"275,818.64",22/04/2021,
issuanceTresUSD,"3,990.72","3,820.05","4,973.33",29/06/2023,"2,609.23",13/06/2023,"3,678.68",-17.93,"110,360.48",-20.58,"138,951.59","4,482.31",USD,"91,939.55",22/04/2021,
PrivacyVol,"383,774.07","621,915.33","699,304.37",15/06/2023,"298,132.57",13/06/2023,"430,411.82",16.78,"12,912,354.74",13.01,"11,425,901.08","368,577.45",DCR,"864,836.92",11/02/2023,
PrivacyVolUSD,"5,954,413.86","9,845,615.14","9,895,286.36",15/06/2023,"3,696,528.06",13/06/2023,"6,155,108.45",-2.78,0,0,0,"6,330,982.32",USD,"138,667,322.97",08/02/2016,
PrivacyMixedPC,61.87,62.01,62.05,20/06/2023,61.82,05/06/2023,61.95,0.18,0,0,0,61.84,%,61.88,31/05/2023,*
PrivacyMixedDCR,"9,442,753.35","9,514,358.25","9,514,358.25",30/06/2023,"9,441,752.46",04/06/2023,"9,480,226.10",0.73,0,0,0,"9,411,598.28",DCR,"9,443,643.59",31/05/2023,*
NodeCount,147,167,172,27/06/2023,144,02/06/2023,157.9,2.17,0,0,0,154.55,nodes,188,24/01/2023,
treasuryBalanceDCR,"812,860.35","815,774.47","815,977.47",13/06/2023,"811,583.06",14/06/2023,"814,004.13",0.37,0,0,0,"811,018.75",DCR,"813,351.42",20/05/2023,
treasuryBalanceUSD,"12,611,865.54","12,914,622.05","12,914,622.05",30/06/2023,"10,099,249.84",11/06/2023,"11,600,679.59",-16.75,0,0,0,"13,935,237.05",USD,"164,341,901.44",16/04/2021,
lnChannels,424,428,437,20/06/2023,417,17/06/2023,423.53,2.05,0,0,0,415.03,chCount,424,31/05/2023,*
lnNodes,210,212,215,20/06/2023,210,01/06/2023,211.37,2.94,0,0,0,205.32,Nodes,210,25/05/2023,*
lnCapacity,176.87,192.19,192.24,28/06/2023,174.06,17/06/2023,180.02,4.93,0,0,0,171.57,DCR,176.87,31/05/2023,*
NodeCount,147,167,172,27/06/2023,144,02/06/2023,157.9,2.17,0,0,0,154.55,nodes,188,24/01/2023,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
